Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
559052,15036,ASSORTED COLOURS SILK FAN,8,05-07-2011 16:53,1.63,,United Kingdom
555124,21621,VINTAGE UNION JACK BUNTING,2,31-05-2011 15:26,8.5,18204.0,United Kingdom
546406,15056BL,EDWARDIAN PARASOL BLACK,2,11-03-2011 16:21,5.95,,United Kingdom
568047,22952,60 CAKE CASES VINTAGE CHRISTMAS,120,23-09-2011 12:27,0.42,15075.0,United Kingdom
575939,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,13-11-2011 11:37,1.45,13004.0,United Kingdom
540355,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,3,06-01-2011 15:11,4.21,,United Kingdom
561894,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,31-07-2011 15:00,2.1,14456.0,United Kingdom
573405,23332,IVORY WICKER HEART LARGE,3,30-10-2011 15:55,1.65,13822.0,United Kingdom
549321,21363,HOME SMALL WOOD LETTERS,3,08-04-2011 10:19,4.95,14243.0,United Kingdom
566581,21166,COOK WITH WINE METAL SIGN ,5,13-09-2011 13:47,2.08,16081.0,United Kingdom
570086,21703,BAG 125g SWIRLY MARBLES,12,07-10-2011 11:22,0.42,17086.0,United Kingdom
576864,22382,LUNCH BAG SPACEBOY DESIGN ,1,16-11-2011 16:06,1.65,12748.0,United Kingdom
576618,23158,SET OF 5 LUCKY CAT MAGNETS ,3,15-11-2011 17:00,4.13,,United Kingdom
560861,22544,MINI JIGSAW SPACEBOY,1,21-07-2011 13:37,0.42,17660.0,United Kingdom
547093,21495,SKULLS AND CROSSBONES WRAP,25,21-03-2011 08:20,0.42,14762.0,United Kingdom
558709,23238,SET OF 4 KNICK KNACK TINS LONDON ,2,01-07-2011 13:02,4.15,17338.0,United Kingdom
577108,21494,ROTATING LEAVES T-LIGHT HOLDER,12,17-11-2011 17:34,1.25,15983.0,United Kingdom
541259,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,16-01-2011 15:38,4.25,14404.0,United Kingdom
558475,22716,CARD CIRCUS PARADE,1,29-06-2011 15:58,0.83,,United Kingdom
572923,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,27-10-2011 08:35,3.75,15948.0,United Kingdom
537201,22962,JAM JAR WITH PINK LID,24,05-12-2010 14:19,0.85,12472.0,Germany
559106,79321,CHILLI LIGHTS,3,06-07-2011 11:10,5.75,15889.0,United Kingdom
574826,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,07-11-2011 10:58,2.95,15870.0,United Kingdom
574679,84375,SET OF 20 KIDS COOKIE CUTTERS,12,06-11-2011 12:38,2.1,12645.0,Germany
548745,22728,ALARM CLOCK BAKELIKE PINK,8,04-04-2011 12:10,3.75,12471.0,Germany
540821,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,4,11-01-2011 13:16,3.36,,United Kingdom
538382,21464,DISCO BALL ROTATOR BATTERY OPERATED,1,12-12-2010 11:37,4.25,17218.0,United Kingdom
564561,23351,ROLL WRAP 50'S CHRISTMAS,72,26-08-2011 09:55,1.04,13340.0,United Kingdom
565129,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2,01-09-2011 12:41,0.42,15719.0,United Kingdom
564227,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,12,24-08-2011 10:19,1.25,15249.0,United Kingdom
568696,82494L,WOODEN FRAME ANTIQUE WHITE ,6,28-09-2011 14:56,2.95,13842.0,United Kingdom
580648,21498,RED RETROSPOT WRAP ,25,05-12-2011 13:15,0.42,12628.0,Germany
C555935,23207,LUNCH BAG ALPHABET DESIGN,-10,08-06-2011 09:14,1.65,12567.0,France
573184,21166,COOK WITH WINE METAL SIGN ,12,28-10-2011 11:33,2.08,14110.0,United Kingdom
556459,20719,WOODLAND CHARLOTTE BAG,1,10-06-2011 17:25,1.63,,United Kingdom
579909,23378,PACK OF 12 50'S CHRISTMAS TISSUES,1,01-12-2011 08:51,0.39,,United Kingdom
553405,21485,RETROSPOT HEART HOT WATER BOTTLE,6,17-05-2011 08:37,4.95,14952.0,United Kingdom
577316,22992,REVOLVER WOODEN RULER ,12,18-11-2011 13:30,1.95,12578.0,Italy
541695,20659,ECONOMY LUGGAGE TAG,1,20-01-2011 18:01,0.83,,United Kingdom
572612,22727,ALARM CLOCK BAKELIKE RED ,4,25-10-2011 11:14,3.75,16186.0,United Kingdom
544565,72741,GRAND CHOCOLATECANDLE,9,21-02-2011 12:53,1.45,18055.0,United Kingdom
547359,84949,SILVER HANGING T-LIGHT HOLDER,6,22-03-2011 12:27,1.65,15719.0,United Kingdom
556932,85087,CANDY SPOT CUSHION COVER,1,15-06-2011 15:41,3.29,,United Kingdom
537640,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,14,07-12-2010 15:31,5.91,,United Kingdom
574239,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,03-11-2011 12:43,2.95,14849.0,United Kingdom
539933,20856,DENIM PATCH PURSE PINK BUTTERFLY,10,23-12-2010 11:24,1.65,15235.0,United Kingdom
569202,21934,SKULL SHOULDER BAG,1,30-09-2011 17:22,1.63,,United Kingdom
560300,22985,WRAP BILLBOARD FONTS DESIGN,25,18-07-2011 10:29,0.42,14911.0,EIRE
555835,47580,TEA TIME DES TEA COSY,1,07-06-2011 12:34,2.55,14525.0,United Kingdom
576339,22672,FRENCH BATHROOM SIGN BLUE METAL,3,14-11-2011 15:27,3.29,14096.0,United Kingdom
556130,21086,SET/6 RED SPOTTY PAPER CUPS,24,09-06-2011 10:48,0.65,15738.0,United Kingdom
568044,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,23-09-2011 12:10,4.95,15763.0,United Kingdom
569892,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,06-10-2011 15:48,1.65,15937.0,United Kingdom
551340,84016,FLAG OF ST GEORGE CAR FLAG,2,27-04-2011 17:23,0.83,,United Kingdom
562035,20719,WOODLAND CHARLOTTE BAG,10,02-08-2011 09:29,0.85,12627.0,Germany
573155,22507,MEMO BOARD RETROSPOT  DESIGN,4,28-10-2011 08:34,4.95,13632.0,United Kingdom
571837,22834,HAND WARMER BABUSHKA DESIGN,2,19-10-2011 12:11,2.1,16470.0,United Kingdom
559163,21385,IVORY HANGING DECORATION  HEART,1,06-07-2011 16:33,1.63,,United Kingdom
567204,22301,COFFEE MUG CAT + BIRD DESIGN,6,19-09-2011 10:43,2.55,15365.0,United Kingdom
537638,22536,MAGIC DRAWING SLATE PURDEY,1,07-12-2010 15:28,0.85,,United Kingdom
546856,21976,PACK OF 60 MUSHROOM CAKE CASES,24,17-03-2011 14:12,0.55,15433.0,United Kingdom
557472,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,20-06-2011 13:27,1.25,12432.0,Norway
575477,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,09-11-2011 16:14,5.79,,United Kingdom
575851,22603,CHRISTMAS RETROSPOT TREE WOOD,1,11-11-2011 12:13,0.85,14662.0,United Kingdom
549155,22219,LOVEBIRD HANGING DECORATION WHITE ,12,06-04-2011 17:08,1.63,,United Kingdom
566037,21232,STRAWBERRY CERAMIC TRINKET BOX,144,08-09-2011 13:26,1.06,13249.0,United Kingdom
568945,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,29-09-2011 14:52,4.25,14239.0,United Kingdom
573585,23194,GYMKHANA TREASURE BOOK BOX,2,31-10-2011 14:41,4.58,,United Kingdom
538507,22649,STRAWBERRY FAIRY CAKE TEAPOT,2,12-12-2010 13:26,4.95,15547.0,United Kingdom
573151,85049E,SCANDINAVIAN REDS RIBBONS,2,27-10-2011 20:09,1.25,17602.0,United Kingdom
537059,22834,HAND WARMER BABUSHKA DESIGN,4,05-12-2010 11:54,2.1,14813.0,United Kingdom
539551,22331,WOODLAND PARTY BAG + STICKER SET,8,20-12-2010 11:38,1.65,12721.0,France
550148,21497,FANCY FONTS BIRTHDAY WRAP,25,14-04-2011 14:36,0.42,16882.0,United Kingdom
557311,22296,HEART IVORY TRELLIS LARGE,6,19-06-2011 15:36,1.65,15700.0,United Kingdom
569514,85177,BASKET OF FLOWERS SEWING KIT,24,04-10-2011 13:56,0.85,15228.0,United Kingdom
554293,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,23-05-2011 14:19,8.29,,United Kingdom
544598,21787,RAIN PONCHO RETROSPOT,1,21-02-2011 18:10,1.63,,United Kingdom
557484,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,20-06-2011 14:36,1.25,14796.0,United Kingdom
543200,48116,DOORMAT MULTICOLOUR STRIPE,1,04-02-2011 13:03,14.13,,United Kingdom
580402,22066,LOVE HEART TRINKET POT,12,04-12-2011 11:55,0.39,13536.0,United Kingdom
575477,22197,POPCORN HOLDER,4,09-11-2011 16:14,1.63,,United Kingdom
576217,23536,WALL ART VILLAGE SHOW ,1,14-11-2011 12:56,5.95,17081.0,United Kingdom
553151,21166,COOK WITH WINE METAL SIGN ,12,13-05-2011 14:53,2.08,13089.0,United Kingdom
554124,21982,PACK OF 12 SUKI TISSUES ,24,23-05-2011 08:31,0.29,13339.0,United Kingdom
552121,21498,RED RETROSPOT WRAP ,25,06-05-2011 11:40,0.42,15757.0,United Kingdom
569220,72133,COLUMBIAN CANDLE RECTANGLE,1,02-10-2011 13:26,1.25,16007.0,United Kingdom
566949,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,15-09-2011 16:32,4.96,,United Kingdom
569898,47566,PARTY BUNTING,1,06-10-2011 16:08,10.79,,United Kingdom
549524,84988,SET OF 72 PINK HEART PAPER DOILIES,1,08-04-2011 15:42,2.92,,United Kingdom
576062,22382,LUNCH BAG SPACEBOY DESIGN ,3,13-11-2011 15:30,1.65,12867.0,United Kingdom
543399,22691,DOORMAT WELCOME SUNRISE,1,08-02-2011 11:07,14.13,,United Kingdom
547730,21175,GIN + TONIC DIET METAL SIGN,4,25-03-2011 11:01,2.55,14796.0,United Kingdom
558123,23286,BLUE VINTAGE SPOT BEAKER,8,27-06-2011 10:16,0.85,15834.0,United Kingdom
558959,84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,24,05-07-2011 10:54,1.45,16103.0,United Kingdom
540242,22158,3 HEARTS HANGING DECORATION RUSTIC,8,05-01-2011 15:30,2.95,15046.0,United Kingdom
575061,22111,SCOTTIE DOG HOT WATER BOTTLE,2,08-11-2011 12:29,4.95,14524.0,United Kingdom
581098,22624,IVORY KITCHEN SCALES,2,07-12-2011 11:42,8.5,14911.0,EIRE
543164,22151,PLACE SETTING WHITE HEART,2,03-02-2011 19:32,0.42,13208.0,United Kingdom
573585,23476,WOODLAND LARGE RED FELT HEART,2,31-10-2011 14:41,2.46,,United Kingdom
580469,22595,GINGHAM HEART DECORATION,1,04-12-2011 12:32,0.85,14583.0,United Kingdom
571315,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,17-10-2011 10:47,2.49,16542.0,United Kingdom
560225,22059,CERAMIC STRAWBERRY DESIGN MUG,1,15-07-2011 16:27,3.29,,United Kingdom
568984,23118,PARISIENNE JEWELLERY DRAWER ,1,29-09-2011 15:57,7.5,17813.0,United Kingdom
558370,23002,TRAVEL CARD WALLET SKULLS,24,28-06-2011 15:44,0.42,17750.0,United Kingdom
547666,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,24,24-03-2011 13:23,4.25,14235.0,United Kingdom
560926,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,8,22-07-2011 09:20,0.42,,United Kingdom
580298,90030B,RED KUKUI COCONUT SEED NECKLACE,6,02-12-2011 13:54,1.0,17086.0,United Kingdom
543530,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,09-02-2011 12:46,2.46,,United Kingdom
561322,20725,LUNCH BAG RED RETROSPOT,10,26-07-2011 13:03,1.65,15203.0,United Kingdom
541219,22161,HEART DECORATION RUSTIC HANGING ,10,14-01-2011 14:06,0.79,,United Kingdom
561209,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,25-07-2011 16:57,3.29,,United Kingdom
553833,23066,SMALL DECO JEWELLERY STAND,1,19-05-2011 11:41,8.25,17346.0,United Kingdom
573576,22383,LUNCH BAG SUKI DESIGN ,3,31-10-2011 14:09,4.13,14096.0,United Kingdom
576787,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,16-11-2011 13:54,1.25,13815.0,Germany
540604,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,10-01-2011 11:38,0.55,15326.0,United Kingdom
567873,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,22-09-2011 14:25,0.62,13055.0,United Kingdom
567656,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2,21-09-2011 14:40,1.63,14096.0,United Kingdom
536538,21690,SILVER  CANDLEPOT JARDIN ,4,01-12-2010 13:54,3.75,14594.0,United Kingdom
555284,23302,KNEELING MAT HOUSEWORK  DESIGN,12,02-06-2011 09:37,1.45,14298.0,United Kingdom
556541,22386,JUMBO BAG PINK POLKADOT,30,13-06-2011 12:52,2.08,13552.0,United Kingdom
579690,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,30-11-2011 14:03,4.95,15060.0,United Kingdom
564079,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,22-08-2011 15:55,2.95,12627.0,Germany
568047,23312,VINTAGE CHRISTMAS GIFT SACK,8,23-09-2011 12:27,4.15,15075.0,United Kingdom
550471,21993,FLORAL FOLK STATIONERY SET,4,18-04-2011 13:52,2.46,,United Kingdom
559499,20961,STRAWBERRY BATH SPONGE ,1,08-07-2011 14:22,2.46,,United Kingdom
546113,84531A,PINK KNITTED EGG COSY,1,09-03-2011 13:18,0.39,14344.0,United Kingdom
554098,22152,PLACE SETTING WHITE STAR,24,22-05-2011 13:01,0.42,14769.0,United Kingdom
573512,21875,KINGS CHOICE MUG,36,31-10-2011 12:30,1.06,17951.0,United Kingdom
571745,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,24,19-10-2011 10:48,2.95,14911.0,EIRE
573342,82581,TOILET METAL SIGN,25,30-10-2011 11:56,0.55,14582.0,United Kingdom
559693,22371,AIRLINE BAG VINTAGE TOKYO 78,1,11-07-2011 16:21,4.13,,United Kingdom
572741,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,25-10-2011 15:47,2.1,14341.0,United Kingdom
581023,22732,3D VINTAGE CHRISTMAS STICKERS ,1,07-12-2011 10:35,1.63,,United Kingdom
556828,23321,SMALL WHITE HEART OF WICKER,3,15-06-2011 10:39,1.65,17284.0,United Kingdom
557628,23201,JUMBO BAG ALPHABET,100,21-06-2011 14:31,1.79,15311.0,United Kingdom
563613,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,18-08-2011 08:49,3.25,12688.0,Israel
580468,22335,HEART DECORATION PAINTED ZINC ,2,04-12-2011 12:31,0.65,12748.0,United Kingdom
544887,22697,GREEN REGENCY TEACUP AND SAUCER,1,24-02-2011 11:54,2.95,17364.0,United Kingdom
552281,22907,PACK OF 20 NAPKINS PANTRY DESIGN,6,08-05-2011 12:42,0.85,15704.0,United Kingdom
568802,23393,HOME SWEET HOME CUSHION COVER ,4,29-09-2011 10:49,3.75,14834.0,United Kingdom
577099,23582,VINTAGE DOILY JUMBO BAG RED ,20,17-11-2011 16:48,2.08,13313.0,United Kingdom
538071,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,1,09-12-2010 14:09,2.51,,United Kingdom
576078,47504H,ENGLISH ROSE SPIRIT LEVEL ,1,13-11-2011 16:22,0.79,14432.0,United Kingdom
575971,23355,HOT WATER BOTTLE KEEP CALM,24,13-11-2011 13:00,4.15,13700.0,United Kingdom
545399,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,02-03-2011 11:48,0.85,14934.0,Channel Islands
543800,22989,SET 2 PANTRY DESIGN TEA TOWELS,3,13-02-2011 11:36,3.25,17282.0,United Kingdom
540466,79321,CHILLI LIGHTS,72,07-01-2011 13:34,4.25,15649.0,United Kingdom
540551,22737,RIBBON REEL CHRISTMAS PRESENT ,1,10-01-2011 09:43,3.36,,United Kingdom
547964,21179,NO JUNK MAIL METAL SIGN,1,28-03-2011 15:45,1.63,,United Kingdom
567659,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,21-09-2011 14:55,1.45,17475.0,United Kingdom
560253,23284,DOORMAT KEEP CALM AND COME IN,2,17-07-2011 12:52,7.95,13993.0,United Kingdom
575739,23566,EGG CUP MILKMAID HEIDI,2,11-11-2011 09:05,2.46,,United Kingdom
563248,20846,ZINC HEART LATTICE T-LIGHT HOLDER,6,15-08-2011 11:30,1.25,14702.0,United Kingdom
577180,23480,MINI LIGHTS WOODLAND MUSHROOMS,48,18-11-2011 11:27,3.29,12380.0,Belgium
544434,21918,SET 12 KIDS COLOUR  CHALK STICKS,11,18-02-2011 16:12,0.83,,United Kingdom
558311,22627,MINT KITCHEN SCALES,12,28-06-2011 11:22,7.65,14646.0,Netherlands
541712,21754,HOME BUILDING BLOCK WORD,1,21-01-2011 11:19,5.95,17890.0,United Kingdom
566988,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,16-09-2011 10:56,2.89,16709.0,United Kingdom
C577345,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-8,18-11-2011 15:16,4.95,15563.0,United Kingdom
550986,21992,VINTAGE PAISLEY STATIONERY SET,2,21-04-2011 18:06,2.46,,United Kingdom
563355,22610,PENS ASSORTED FUNNY FACE,36,15-08-2011 14:39,0.19,14156.0,EIRE
572719,23581,JUMBO BAG PAISLEY PARK,10,25-10-2011 15:03,2.08,13871.0,United Kingdom
562157,22750,FELTCRAFT PRINCESS LOLA DOLL,2,03-08-2011 11:44,3.75,16012.0,United Kingdom
573373,23295,SET OF 12 MINI LOAF BAKING CASES,1,30-10-2011 13:37,0.83,14684.0,United Kingdom
536993,21937,STRAWBERRY   PICNIC BAG,1,03-12-2010 15:19,2.95,14396.0,United Kingdom
571848,23072,MARIE ANTOINETTE TRINKET BOX SILVER,1,19-10-2011 12:50,12.5,13576.0,United Kingdom
568576,21914,BLUE HARMONICA IN BOX ,24,28-09-2011 09:40,1.25,17017.0,United Kingdom
580647,23480,MINI LIGHTS WOODLAND MUSHROOMS,6,05-12-2011 13:14,3.75,14083.0,United Kingdom
543293,21896,POTTING SHED TWINE,6,07-02-2011 11:20,2.1,17613.0,United Kingdom
563954,22556,PLASTERS IN TIN CIRCUS PARADE ,12,22-08-2011 10:59,1.65,16652.0,United Kingdom
565847,22993,SET OF 4 PANTRY JELLY MOULDS,2,07-09-2011 12:44,3.29,,United Kingdom
560271,21980,PACK OF 12 RED RETROSPOT TISSUES ,1,17-07-2011 14:51,0.29,16474.0,United Kingdom
539737,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2,21-12-2010 15:19,5.91,,United Kingdom
571931,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1,19-10-2011 16:59,0.83,,United Kingdom
537135,20712,JUMBO BAG WOODLAND ANIMALS,3,05-12-2010 12:35,1.95,17059.0,United Kingdom
539738,21144,PINK POODLE HANGING DECORATION ,3,21-12-2010 15:19,3.36,,United Kingdom
546215,22367,CHILDRENS APRON SPACEBOY DESIGN,2,10-03-2011 11:52,1.95,14713.0,United Kingdom
566060,22197,POPCORN HOLDER,3,08-09-2011 15:27,1.63,,United Kingdom
564136,20840,FRENCH FLORAL CUSHION COVER ,12,23-08-2011 11:16,0.85,14404.0,United Kingdom
540154,84913B,MINT GREEN ROSE TOWEL,1,05-01-2011 11:30,3.36,,United Kingdom
542836,22898,CHILDRENS APRON APPLES DESIGN,2,01-02-2011 11:31,1.95,16745.0,United Kingdom
581186,22726,ALARM CLOCK BAKELIKE GREEN,8,07-12-2011 16:39,3.75,13756.0,United Kingdom
575073,16254,TRANSPARENT ACRYLIC TAPE DISPENSER,1,08-11-2011 13:10,0.85,13975.0,United Kingdom
544463,90014B,GOLD M PEARL  ORBIT NECKLACE,1,20-02-2011 14:31,9.95,12988.0,United Kingdom
577167,23370,SET 36 COLOURING PENCILS DOILY,2,18-11-2011 10:41,1.25,16511.0,United Kingdom
570467,21058,PARTY INVITES WOODLAND,12,10-10-2011 16:06,0.85,12607.0,USA
554630,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,25-05-2011 11:34,1.25,13268.0,United Kingdom
547386,22293,HANGING CHICK GREEN DECORATION,1,22-03-2011 15:52,2.92,,United Kingdom
562968,22536,MAGIC DRAWING SLATE PURDEY,24,11-08-2011 10:55,0.42,14291.0,United Kingdom
561396,48129,DOORMAT TOPIARY,4,27-07-2011 10:40,7.95,13458.0,United Kingdom
553199,23284,DOORMAT KEEP CALM AND COME IN,3,15-05-2011 15:13,7.95,17758.0,United Kingdom
548165,20713,JUMBO BAG OWLS,5,29-03-2011 13:44,4.13,,United Kingdom
558382,23029,DRAWER KNOB CRACKLE GLAZE GREEN,24,28-06-2011 17:28,1.65,17997.0,United Kingdom
576224,22064,PINK DOUGHNUT TRINKET POT ,24,14-11-2011 13:08,1.65,15458.0,United Kingdom
577314,22654,DELUXE SEWING KIT ,3,18-11-2011 13:23,5.95,12444.0,Norway
556776,22553,PLASTERS IN TIN SKULLS,1,14-06-2011 12:24,1.65,14730.0,United Kingdom
578508,22522,CHILDS GARDEN FORK BLUE ,1,24-11-2011 13:06,0.85,16892.0,United Kingdom
575366,22385,JUMBO BAG SPACEBOY DESIGN,10,09-11-2011 15:02,2.08,14621.0,United Kingdom
561860,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,24,29-07-2011 17:28,0.85,17997.0,United Kingdom
550512,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,18-04-2011 16:31,8.5,18069.0,United Kingdom
580115,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,01-12-2011 16:22,2.46,,United Kingdom
544634,22555,PLASTERS IN TIN STRONGMAN,5,22-02-2011 11:02,1.65,17994.0,United Kingdom
546382,22487,WHITE WOOD GARDEN PLANT LADDER,2,11-03-2011 12:44,9.95,18149.0,United Kingdom
573500,22745,POPPY'S PLAYHOUSE BEDROOM ,2,31-10-2011 12:01,2.1,16931.0,United Kingdom
565617,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1,05-09-2011 15:30,1.63,,United Kingdom
551199,21155,RED RETROSPOT PEG BAG,6,27-04-2011 11:30,2.55,13018.0,United Kingdom
572652,22780,LIGHT GARLAND BUTTERFILES PINK,4,25-10-2011 12:11,4.25,15805.0,United Kingdom
565303,84375,SET OF 20 KIDS COOKIE CUTTERS,2,02-09-2011 12:17,2.1,,Unspecified
575931,22029,SPACEBOY BIRTHDAY CARD,12,13-11-2011 10:35,0.42,16560.0,United Kingdom
553061,23209,LUNCH BAG DOILEY PATTERN ,2,13-05-2011 11:12,1.65,17238.0,United Kingdom
550740,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,6,20-04-2011 11:33,2.46,,United Kingdom
570685,72800C,4 PINK DINNER CANDLE SILVER FLOCK,1,11-10-2011 16:25,2.55,13208.0,United Kingdom
556671,23339,EGG FRYING PAN BLUE ,1,13-06-2011 16:33,2.08,17841.0,United Kingdom
552446,72741,GRAND CHOCOLATECANDLE,9,09-05-2011 13:28,1.45,16729.0,United Kingdom
568519,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,27-09-2011 12:57,0.83,16607.0,United Kingdom
541516,22457,NATURAL SLATE HEART CHALKBOARD ,1,18-01-2011 17:34,5.79,,United Kingdom
580695,21263,GREEN GOOSE FEATHER TREE 60CM,2,05-12-2011 16:03,1.95,13230.0,United Kingdom
554498,22780,LIGHT GARLAND BUTTERFILES PINK,4,24-05-2011 14:39,4.25,15314.0,United Kingdom
568191,21975,PACK OF 60 DINOSAUR CAKE CASES,7,25-09-2011 14:37,0.55,16655.0,United Kingdom
567794,23344,JUMBO BAG 50'S CHRISTMAS ,20,22-09-2011 11:41,1.79,17581.0,United Kingdom
560299,22398,MAGNETS PACK OF 4 SWALLOWS,24,18-07-2011 10:28,0.39,17593.0,United Kingdom
575930,23241,TREASURE TIN GYMKHANA DESIGN,1,11-11-2011 17:58,4.13,,United Kingdom
560926,90160C,TURQ+RED BOUDICCA LARGE BRACELET,3,22-07-2011 09:20,7.07,,United Kingdom
542002,21930,JUMBO STORAGE BAG SKULLS,20,25-01-2011 10:57,1.65,14298.0,United Kingdom
547375,22570,FELTCRAFT CUSHION RABBIT,4,22-03-2011 14:24,3.75,13196.0,United Kingdom
574550,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,04-11-2011 15:18,4.25,12484.0,Spain
542858,21094,SET/6 RED SPOTTY PAPER PLATES,6,01-02-2011 11:40,0.85,17228.0,United Kingdom
541567,22300,COFFEE MUG DOG + BALL DESIGN,6,19-01-2011 11:51,2.55,12681.0,France
574262,22620,4 TRADITIONAL SPINNING TOPS,12,03-11-2011 14:05,1.45,13721.0,United Kingdom
578468,22138,BAKING SET 9 PIECE RETROSPOT ,3,24-11-2011 12:33,4.95,16482.0,United Kingdom
570883,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,13-10-2011 09:55,0.39,13477.0,United Kingdom
556128,23169,CLASSIC GLASS SWEET JAR,4,09-06-2011 10:31,4.15,13038.0,United Kingdom
568082,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,23-09-2011 14:38,0.83,14944.0,United Kingdom
546423,85008,SET OF 3 CONEY ISLAND OVAL BOXES,1,13-03-2011 12:39,4.95,14502.0,United Kingdom
557502,22382,LUNCH BAG SPACEBOY DESIGN ,1,20-06-2011 15:32,4.13,,United Kingdom
554859,22899,CHILDREN'S APRON DOLLY GIRL ,50,27-05-2011 10:16,1.85,14828.0,United Kingdom
568712,23211,RED ROCKING HORSE HAND PAINTED,4,28-09-2011 15:50,1.25,17841.0,United Kingdom
552963,22067,CHOC TRUFFLE GOLD TRINKET POT ,10,12-05-2011 12:57,1.65,16743.0,United Kingdom
559807,22662,LUNCH BAG DOLLY GIRL DESIGN,2,12-07-2011 14:48,1.65,17841.0,United Kingdom
537615,48185,DOORMAT FAIRY CAKE,5,07-12-2010 13:30,7.95,15898.0,United Kingdom
564020,23167,SMALL CERAMIC TOP STORAGE JAR ,12,22-08-2011 11:57,0.83,13971.0,United Kingdom
578347,23301,GARDENERS KNEELING PAD KEEP CALM ,2,24-11-2011 09:26,3.29,,United Kingdom
556056,23209,LUNCH BAG DOILEY PATTERN ,2,08-06-2011 13:35,1.65,17841.0,United Kingdom
560590,23198,PANTRY MAGNETIC  SHOPPING LIST,12,19-07-2011 15:55,1.45,12560.0,Germany
539451,22422,TOOTHPASTE TUBE PEN,1,17-12-2010 16:59,1.28,,United Kingdom
558348,21936,RED RETROSPOT PICNIC BAG,5,28-06-2011 14:50,2.95,17188.0,United Kingdom
574528,22379,RECYCLING BAG RETROSPOT ,5,04-11-2011 14:03,2.1,16782.0,United Kingdom
574950,23199,JUMBO BAG APPLES,1,08-11-2011 09:29,4.13,,United Kingdom
564974,21889,WOODEN BOX OF DOMINOES,1,31-08-2011 15:32,2.46,,United Kingdom
549984,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,13-04-2011 15:57,1.25,15147.0,United Kingdom
571404,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,24,17-10-2011 12:04,1.25,17520.0,United Kingdom
559055,22083,PAPER CHAIN KIT RETROSPOT,1,05-07-2011 17:09,5.79,,United Kingdom
544766,22179,SET 10 LIGHTS NIGHT OWL,1,23-02-2011 11:09,13.29,,United Kingdom
561058,22180,RETROSPOT LAMP,4,24-07-2011 13:26,9.95,17724.0,United Kingdom
573585,22279,POCKET BAG BLUE PAISLEY RED SPOT,2,31-10-2011 14:41,2.46,,United Kingdom
